broken_year,industry,location,funded_status,survival_time,cause_of_failure,dataid
2017,Entertainment,Chongqing,Series A,1825,poor marketing,478
2017,E-Commerce,Zhejiang,No Funding,2466,no business model,479
2017,Local Business,Liaoning,No Funding,2131,pivot gone bad,480
2017,Transportation,Zhejiang,Series A,1947,get outcompeted,481
2017,Education,Beijing,No Funding,2160,no business model,482
2017,Local Business,Shanghai,Pre-A Round,1582,pricing/cost issue,483
2017,E-Commerce,Beijing,No Funding,2160,no business model,484
2017,Health,Guangdong,No Funding,1825,no business model,485
2017,Education,Shanghai,Angel Round,1856,no business model,486
2017,Entertainment,Shanghai,Angel Round,1705,pivot gone bad,487
2017,Entertainment,Beijing,No Funding,1825,pivot gone bad,488
2017,Tool,Shanghai,No Funding,1582,no market need,489
2017,Transportation,Shanghai,Angel Round,1705,no market need,490
2017,Local Business,Beijing,Angel Round,1552,ran out of cash,491
2017,Health,Beijing,Angel Round,2160,no business model,492
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,493
2017,Tool,Beijing,Angel Round,2191,no business model,494
2017,Entertainment,Shanghai,Series A,1978,no market need,495
2017,Entertainment,Shanghai,Angel Round,1582,product mistimed,496
2017,Entertainment,Beijing,Angel Round,1552,pricing/cost issue,497
2017,Local Business,Beijing,Angel Round,1521,no market need,498
2017,Tool,Guangdong,Angel Round,1644,no market need,499
2017,Enterprise Service,Beijing,Series A,2070,get outcompeted,500
2017,E-Commerce,Yunnan,No Funding,1613,no investor interest,501
2017,Enterprise Service,Sichuan,No Funding,1582,pivot gone bad,502
2017,Health,Chongqing,No Funding,2191,no business model,503
2017,Local Business,Zhejiang,Angel Round,2191,get outcompeted,504
2017,Enterprise Service,Beijing,No Funding,1978,get outcompeted,505
2017,Education,Shanghai,No Funding,1674,no business model,506
2017,Local Business,Beijing,Angel Round,1552,no market need,507
2017,New Industry,Beijing,Angel Round,1521,ran out of cash,508
2017,Social Media,Shanghai,No Funding,2770,no business model,509
2017,Education,Guangdong,No Funding,1825,no business model,510
2017,Entertainment,Beijing,No Funding,4931,no business model,511
2017,New Industry,Guangdong,Series A,1552,pivot gone bad,512
2017,Health,Beijing,No Funding,1886,no business model,513
2017,E-Commerce,Shanghai,Series A,1856,no market need,514
2017,Marketing,Beijing,No Funding,4931,no business model,515
2017,E-Commerce,Beijing,No Funding,1794,no business model,516
2017,E-Commerce,Zhejiang,No Funding,2160,lose focus,517
2017,Education,Beijing,Angel Round,2191,get outcompeted,518
2017,E-Commerce,Jiangsu,Series A,1491,no market need,519
2017,Education,Beijing,Angel Round,1978,no investor interest,520
2017,Education,Beijing,No Funding,1552,no business model,521
2017,Transportation,Beijing,Series A,2039,no business model,522
2017,Transportation,Beijing,No Funding,2466,no business model,523
2017,Transportation,Jiangsu,No Funding,2070,pivot gone bad,524
2017,Enterprise Service,Shanghai,Angel Round,1735,ignore customers,525
2017,E-Commerce,Beijing,No Funding,2100,get outcompeted,526
2017,Logistics,Guangdong,Series D,1886,ran out of cash,527
2017,Travel,Beijing,Series A,1886,get outcompeted,528
2017,Transportation,Shanghai,No Funding,2222,no business model,529
2017,Education,Shanghai,Series A,1552,no market need,530
2017,Game,Beijing,Angel Round,1491,product mistimed,531
2017,Local Business,Guangdong,Angel Round,1521,get outcompeted,532
2017,E-Commerce,Beijing,Series D,1978,burn out,533
2017,Travel,Shanghai,Series C,2191,no business model,534
2017,Enterprise Service,Beijing,No Funding,1521,product mistimed,535
2017,Game,Beijing,No Funding,1674,no business model,536
2017,Social Media,Shandong,Pre-A Round,1552,no market need,537
2017,Transportation,Beijing,No Funding,2070,no investor interest,538
2017,Transportation,Beijing,Angel Round,1552,no market need,539
2017,E-Commerce,Beijing,No Funding,1978,no business model,540
2017,Social Media,Beijing,Acquired,2070,no market need,541
2017,Game,Beijing,Angel Round,2131,pricing/cost issue,542
2017,Social Media,Beijing,Acquired,2070,no business model,543
2017,E-Commerce,Shanghai,No Funding,2405,get outcompeted,544
2017,E-Commerce,Anhui,No Funding,2039,not the right team,545
2017,Hardware,Guangdong,Angel Round,1825,pricing/cost issue,546
2017,Hardware,Overseas,Series A,1582,product mistimed,547
2017,Finance,Guangdong,Angel Round,1825,no market need,548
2017,Marketing,Shanghai,Angel Round,1644,no market need,549
2017,Education,Taiwan,Angel Round,1825,no market need,550
2017,Education,Hunan,No Funding,1582,no business model,551
2017,Real Estate,Shanghai,No Funding,1552,no business model,552
2017,Finance,Sichuan,Angel Round,1613,supervision,553
2017,Local Business,Beijing,Angel Round,1644,no business model,554
2017,Travel,Guangdong,Series A,1644,get outcompeted,555
2017,Social Media,Beijing,Angel Round,2100,no market need,556
2017,E-Commerce,Beijing,Angel Round,1613,poor product,557
2017,Education,Beijing,No Funding,1735,get outcompeted,558
2017,Entertainment,Beijing,Angel Round,2039,poor product,559
2017,Transportation,Zhejiang,Series A,1552,get outcompeted,560
2017,E-Commerce,Guangdong,Series A,1856,no investor interest,561
2017,Sports,Beijing,Angel Round,1644,no investor interest,562
2017,E-Commerce,Beijing,Series A,1886,product mistimed,563
2017,Enterprise Service,Sichuan,No Funding,1582,no business model,564
2017,Social Media,Beijing,Acquired,3621,no business model,565
2017,Social Media,Beijing,No Funding,1582,no business model,566
2017,Transportation,Sichuan,Angel Round,1917,lose focus,567
2017,Tool,Sichuan,Angel Round,1917,lose focus,568
2017,Local Business,Shanghai,Angel Round,1582,poor marketing,569
2017,Enterprise Service,Beijing,No Funding,2100,get outcompeted,570
2017,Enterprise Service,Shanghai,Pre-A Round,2131,get outcompeted,571
2017,Social Media,Zhejiang,Angel Round,2009,lose focus,572
2017,E-Commerce,Guangdong,Angel Round,1613,ran out of cash,573
2017,Social Media,Hubei,Series A,2160,no business model,574
2017,Hardware,Guangdong,No Funding,1856,pricing/cost issue,575
2017,Social Media,Beijing,No Funding,2039,no business model,576
2017,Social Media,Beijing,No Funding,2039,no business model,577
2017,Tool,Sichuan,No Funding,2070,no investor interest,578
2017,Marketing,Beijing,No Funding,2436,no business model,579
2017,Transportation,Shanghai,Acquired,1825,failure to pivot,580
2017,Education,Zhejiang,Angel Round,1947,ran out of cash,581
2017,Travel,Beijing,Series A,1766,get outcompeted,582
2017,New Industry,Beijing,Series A,2039,product mistimed,583
2017,Enterprise Service,Shanghai,Angel Round,2191,ignore customers,584
2017,Social Media,Shanghai,No Funding,2039,no market need,585
2017,Health,Shanghai,Angel Round,1917,lose focus,586
2017,Game,Shanghai,Series A,2678,no market need,587
2017,Local Business,Beijing,No Funding,2222,no business model,588
2017,Game,Sichuan,No Funding,1674,product mistimed,589
2017,Education,Beijing,No Funding,1735,pivot gone bad,590
2017,E-Commerce,Liaoning,No Funding,2070,no business model,591
2017,Sports,Overseas,Series A,1886,no business model,592
2017,Marketing,Guangdong,No Funding,1766,no business model,593
2017,Local Business,Beijing,Angel Round,2131,no business model,594
2017,Tool,Liaoning,No Funding,1825,lose focus,595
2017,Local Business,Guangdong,No Funding,1856,product mistimed,596
2017,Entertainment,Liaoning,No Funding,1825,lose focus,597
2017,Education,Shanghai,No Funding,1613,product mistimed,598
2017,E-Commerce,Guangdong,No Funding,1917,no business model,599
2017,E-Commerce,Shanghai,Series A,1674,no market need,600
2017,Marketing,Liaoning,No Funding,1613,lose focus,601
2017,Local Business,Hubei,Angel Round,1917,no market need,602
2017,Social Media,Sichuan,No Funding,2160,no business model,603
2017,Social Media,Overseas,Series A,1552,poor product,604
2017,Social Media,Beijing,No Funding,1735,pivot gone bad,605
2017,Travel,Beijing,Series A,2100,poor marketing,606
2017,Social Media,Shanghai,Angel Round,1825,no market need,607
2017,Tool,Guangdong,No Funding,1917,pivot gone bad,608
2017,Local Business,Beijing,No Funding,1735,get outcompeted,609
2017,Social Media,Shandong,No Funding,2009,no business model,610
2017,E-Commerce,Guangdong,No Funding,2070,no business model,611
2017,Sports,Beijing,No Funding,1552,pivot gone bad,612
2017,Social Media,Shanghai,No Funding,1947,no business model,613
2017,Enterprise Service,Jiangsu,No Funding,2131,no business model,614
2017,Enterprise Service,Sichuan,No Funding,1947,no market need,615
2017,Social Media,Beijing,No Funding,1794,no business model,616
2017,Enterprise Service,Taiwan,No Funding,2191,lose focus,617
2017,E-Commerce,Zhejiang,Angel Round,1917,no market need,618
2017,Tool,Beijing,Strategic,2191,no market need,619
2017,Entertainment,Beijing,Series A,1825,no market need,620
2017,Enterprise Service,Shandong,No Funding,1735,no business model,621
2017,Logistics,Jiangsu,Series B,1978,ran out of cash,622
2017,Travel,Beijing,No Funding,2497,no business model,623
2017,Hardware,Overseas,Series A,1794,no market need,624
2017,E-Commerce,Taiwan,No Funding,1856,pivot gone bad,625
2017,Real Estate,Beijing,Angel Round,1613,pricing/cost issue,626
2017,Local Business,Zhejiang,Angel Round,4072,get outcompeted,627
2017,Hardware,Guangdong,Strategic,3272,pricing/cost issue,628
2017,Enterprise Service,Beijing,Angel Round,861,lose focus,629
2017,Local Business,Beijing,Series C,3991,founder,630
2017,Real Estate,Guangdong,Pre-A Round,822,ran out of cash,631
2017,Social Media,Beijing,Angel Round,1339,no business model,632
2017,Travel,Beijing,Series A,1542,pivot gone bad,633
2017,E-Commerce,Shanghai,Pre-A Round,1081,burn out,634
2017,Transportation,Overseas,Seed Round,676,no business model,635
2017,Hardware,Overseas,Series B,1766,poor product,636
2017,Health,Beijing,Angel Round,792,no business model,637
2017,Transportation,Beijing,Series A,1211,burn out,638
2017,Transportation,Beijing,Angel Round,498,supervision,639
2017,Enterprise Service,Zhejiang,Series A,741,no business model,640
2017,Hardware,Beijing,Series A,1102,product mistimed,641
2017,E-Commerce,Beijing,No Funding,1099,no business model,642
2017,Transportation,Beijing,Series A,1764,get outcompeted,643
2017,Logistics,Overseas,Seed Round,1730,burn out,644
2017,E-Commerce,Shanghai,Angel Round,613,no business model,645
2017,Transportation,Shanghai,Angel Round,858,burn out,646
2017,Sports,Beijing,Angel Round,855,get outcompeted,647
2017,Social Media,Guangdong,Series B,2954,poor product,648
2017,Social Media,Beijing,No Funding,1461,no business model,649
2017,E-Commerce,Guangdong,No Funding,816,no market need,650
2017,Local Business,Beijing,Series A,860,ran out of cash,651
2017,E-Commerce,Chongqing,No Funding,616,no business model,652
2017,Entertainment,Guangdong,No Funding,919,no business model,653
2017,Local Business,Sichuan,No Funding,830,no business model,654
2017,E-Commerce,Beijing,No Funding,2168,no business model,655
2017,Local Business,Guangdong,No Funding,891,no market need,656
2017,Local Business,Chongqing,Series A,799,no market need,657
2017,Transportation,Shandong,No Funding,890,no market need,658
2017,Real Estate,Guangdong,No Funding,829,get outcompeted,659
2017,Tool,Jiangsu,No Funding,1194,no business model,660
2017,Finance,Shanghai,No Funding,1010,no business model,661
2017,Hardware,Guangdong,Series A,1038,product mistimed,662
2017,Local Business,Beijing,No Funding,946,no business model,663
2017,E-Commerce,Guangdong,No Funding,1007,no business model,664
2017,E-Commerce,Guangdong,No Funding,1007,no business model,665
2017,Local Business,Beijing,Series B,915,no market need,666
2017,Entertainment,Shanghai,No Funding,1007,no market need,667
2017,Local Business,Zhejiang,Series A,795,burn out,668
2017,Transportation,Shanghai,Angel Round,1037,no market need,669
2017,Transportation,Anhui,No Funding,1006,pivot gone bad,670
2017,Travel,Beijing,Angel Round,1219,supervision,671
2017,Health,Beijing,Angel Round,975,no market need,672
2017,Health,Beijing,No Funding,3500,no business model,673
2017,Social Media,Fujian,No Funding,2710,no business model,674
2017,Enterprise Service,Sichuan,No Funding,543,no business model,675
2017,Health,Beijing,Series A,635,get outcompeted,676
2017,Education,Shandong,Angel Round,1061,lose focus,677
2017,Hardware,Beijing,Angel Round,1303,product mistimed,678
2017,E-Commerce,Shanghai,No Funding,847,no business model,679
2017,Game,Shanghai,Angel Round,906,no business model,680
2017,Hardware,Beijing,Angel Round,905,poor product,681
2017,Enterprise Service,Beijing,No Funding,905,failure to pivot,682
2017,Education,Shanghai,Angel Round,1058,lose focus,683
2017,E-Commerce,Guangdong,No Funding,266,product mistimed,684
2017,E-Commerce,Beijing,No Funding,905,pivot gone bad,685
2017,Travel,Sichuan,No Funding,450,no market need,686
2017,E-Commerce,Sichuan,No Funding,723,no business model,687
2017,Real Estate,Shanghai,Angel Round,996,product mistimed,688
2017,Enterprise Service,Shanghai,No Funding,631,pivot gone bad,689
2017,Tool,Shanghai,No Funding,1241,no business model,690
2017,Finance,Shanghai,Angel Round,631,founder,691
2017,Enterprise Service,Shanghai,No Funding,631,no business model,692
2017,Local Business,Zhejiang,Angel Round,784,pivot gone bad,693
2017,Travel,Shanghai,Seed Round,778,no market need,694
2017,E-Commerce,Guangdong,Series A,740,no investor interest,695
2017,Entertainment,Beijing,Series A,740,failure to pivot,696
2017,Social Media,Guangdong,Series A,1105,no market need,697
2017,E-Commerce,Fujian,Angel Round,1043,lose focus,698
2017,Social Media,Beijing,Angel Round,740,no market need,699
2017,Enterprise Service,Shanghai,Angel Round,678,no market need,700
2017,Real Estate,Shanghai,Series A,1132,poor product,701
2017,Transportation,Beijing,Angel Round,827,product mistimed,702
2017,Entertainment,Beijing,Series A,1009,product mistimed,703
2017,Transportation,Hubei,Angel Round,705,burn out,704
2017,Game,Beijing,Series A,1101,ran out of cash,705
2017,Travel,Shanghai,Pre-A Round,1101,get outcompeted,706
2017,Real Estate,Beijing,Angel Round,1101,no business model,707
2017,Finance,Beijing,Seed Round,521,legal challenges,708
2017,E-Commerce,Beijing,Series A,1373,poor marketing,709
2017,E-Commerce,Beijing,No Funding,734,no market need,710
2017,Tool,Beijing,No Funding,1402,no business model,711
2017,Local Business,Beijing,No Funding,946,no business model,712
2017,Social Media,Beijing,No Funding,549,pivot gone bad,713
2017,Social Media,Beijing,Series A,1128,no market need,714
2017,Local Business,Beijing,Angel Round,883,burn out,715
2017,E-Commerce,Shanghai,Series A,914,no market need,716
2017,E-Commerce,Chongqing,Series B,1189,founder,717
2017,Education,Zhejiang,Angel Round,824,pivot gone bad,718
2017,Agriculture,Beijing,Series A,1187,no investor interest,719
2017,Marketing,Sichuan,Angel Round,1411,failure to pivot,720
2017,Local Business,Shanghai,Angel Round,740,no business model,721
2017,Local Business,Guangdong,Angel Round,1040,no investor interest,722
2017,New Industry,Beijing,Series A,1831,no market need,723
2017,Entertainment,Guangdong,Angel Round,736,lose focus,724
2017,Enterprise Service,Beijing,No Funding,3960,get outcompeted,725
2017,Local Business,Overseas,Series B,1519,no business model,726
2017,Finance,Shanghai,Series B,787,supervision,727
2017,Entertainment,Zhejiang,No Funding,3097,lose focus,728
2017,E-Commerce,Zhejiang,Series A,1101,failure to pivot,729
2017,Education,Beijing,No Funding,1466,get outcompeted,730
2017,Entertainment,Beijing,Pre-A Round,1101,product mistimed,731
2017,E-Commerce,Sichuan,Angel Round,736,no market need,732
2017,Finance,Beijing,Series A,1101,supervision,733
2017,Real Estate,Shanghai,Seed Round,736,product mistimed,734
2017,Social Media,Beijing,Angel Round,1461,no business model,735
2017,Enterprise Service,Beijing,Angel Round,608,founder,736
2017,Health,Shanghai,No Funding,740,no business model,737
2017,Entertainment,Shanghai,Series A,1466,no business model,738
2017,Entertainment,Shanghai,Series B,1831,no investor interest,739
2017,Hardware,Shaanxi,Angel Round,785,no business model,740
2017,Local Business,Beijing,Series A,768,product mistimed,741
2017,Health,Shanghai,Angel Round,1101,poor marketing,742
2017,Finance,Shanghai,Series A,370,supervision,743
2017,Enterprise Service,Zhejiang,Series A,736,product mistimed,744
2017,Enterprise Service,Beijing,Angel Round,1100,lose focus,745
2017,Education,Beijing,Angel Round,3712,ran out of cash,746
2017,Transportation,Fujian,Seed Round,151,product mistimed,747
2017,Local Business,Guangdong,Angel Round,700,get outcompeted,748
2017,Social Media,Guangdong,Angel Round,740,no market need,749
2017,Social Media,Shanghai,Angel Round,1105,no market need,750
2017,Game,Shanghai,Angel Round,1134,burn out,751
2017,E-Commerce,Beijing,Series A,736,burn out,752
2017,Travel,Sichuan,Angel Round,1100,poor marketing,753
2017,Transportation,Beijing,Acquired,1491,burn out,754
2017,Finance,Beijing,Angel Round,740,no market need,755
2017,Travel,Shanghai,Acquired,4755,no investor interest,756
2017,Education,Beijing,Series B,4754,pivot gone bad,757
2017,Travel,Beijing,Angel Round,1101,no market need,758
2017,E-Commerce,Chongqing,Angel Round,1101,no business model,759
2017,E-Commerce,Shanghai,Angel Round,1101,no business model,760
2017,Local Business,Beijing,No Funding,1588,no market need,761
2017,Finance,Beijing,No Funding,250,supervision,762
2017,Local Business,Jiangsu,Pre-A Round,676,no business model,763
2017,Social Media,Beijing,Seed Round,370,no market need,764
2017,Travel,Guangdong,Angel Round,522,no business model,765
2017,Local Business,Guangdong,Pre-A Round,2192,pivot gone bad,766
2017,E-Commerce,Beijing,Seed Round,915,no business model,767
2017,E-Commerce,Beijing,Strategic,641,get outcompeted,768
2017,Social Media,Guangdong,Angel Round,976,get outcompeted,769
2017,Local Business,Beijing,Angel Round,731,burn out,770
2017,Education,Guangdong,Angel Round,945,no business model,771
2017,Enterprise Service,Beijing,Angel Round,641,product mistimed,772
2017,E-Commerce,Shanghai,Seed Round,275,no market need,773
2016,E-Commerce,Beijing,No Funding,2010,no business model,774
2016,Enterprise Service,Beijing,No Funding,2040,no business model,775
2016,Social Media,Henan,No Funding,1887,no business model,776
2016,Finance,Hunan,No Funding,1918,pivot gone bad,777
2016,Social Media,Guangdong,Angel Round,1979,no business model,778
2016,Entertainment,Beijing,Series A,1979,no business model,779
2016,Tool,Shanghai,Angel Round,2040,no market need,780
2016,Game,Shandong,No Funding,1857,get outcompeted,781
2016,Finance,Shanghai,No Funding,2191,pivot gone bad,782
2016,Game,Jiangsu,Angel Round,1979,burn out,783
2016,Enterprise Service,Overseas,Acquired,2191,no investor interest,784
2016,Enterprise Service,Shanghai,Series A,1887,get outcompeted,785
2016,Entertainment,Shaanxi,Angel Round,2010,failure to pivot,786
2016,Education,Beijing,Acquired,2071,ignore customers,787
2016,Social Media,Beijing,No Funding,1887,no business model,788
2016,Game,Beijing,Series B,1857,burn out,789
2016,E-Commerce,Beijing,Series A,2191,pricing/cost issue,790
2016,Entertainment,Fujian,No Funding,2010,no market need,791
2016,Enterprise Service,Shanghai,Angel Round,1918,no investor interest,792
2016,Game,Beijing,No Funding,2191,pivot gone bad,793
2016,Sports,Overseas,Series B,2191,lose focus,794
2016,Social Media,Sichuan,Series A,1918,no market need,795
2016,Local Business,Shanghai,No Funding,2132,no business model,796
2016,Marketing,Shanghai,No Funding,1887,no market need,797
2016,E-Commerce,Shanghai,Series A,2160,pricing/cost issue,798
2016,Social Media,Shanghai,Series A,2040,no market need,799
2016,Tool,Shanghai,No Funding,2191,no investor interest,800
2016,Education,Beijing,Angel Round,1857,no investor interest,801
2016,Enterprise Service,Beijing,Series A,2010,get outcompeted,802
2016,Tool,Zhejiang,No Funding,2101,lose focus,803
2016,Transportation,Beijing,Series A,2010,pricing/cost issue,804
2016,Tool,Hong Kong,Series A,2191,no market need,805
2016,Tool,Shanghai,Angel Round,1948,pivot gone bad,806
2016,Local Business,Shanghai,Angel Round,2040,no market need,807
2016,Tool,Guangdong,No Funding,1857,pivot gone bad,808
2016,Education,Sichuan,No Funding,1887,get outcompeted,809
2016,Social Media,Beijing,No Funding,2132,pivot gone bad,810
2016,Finance,Beijing,No Funding,2191,supervision,811
2016,Enterprise Service,Shanghai,No Funding,1857,no business model,812
2016,Marketing,Beijing,No Funding,2071,no business model,813
2016,Social Media,Zhejiang,Angel Round,1979,get outcompeted,814
2016,Tool,Beijing,Angel Round,1857,ran out of cash,815
2016,Local Business,Hubei,No Funding,1857,get outcompeted,816
2016,E-Commerce,Beijing,Series A,1948,no market need,817
2016,Local Business,Overseas,Series A,1918,no market need,818
2016,Entertainment,Beijing,Series A,1857,get outcompeted,819
2016,Local Business,Jiangsu,No Funding,2010,no business model,820
2016,Enterprise Service,Shanghai,Angel Round,1887,no business model,821
2016,Marketing,Shanghai,Angel Round,2101,no business model,822
2016,Game,Shanghai,Angel Round,2132,no investor interest,823
2016,E-Commerce,Beijing,Series A,2101,pricing/cost issue,824
2016,Transportation,Beijing,Series A,1887,get outcompeted,825
2016,Enterprise Service,Beijing,Angel Round,2010,no market need,826
2016,Transportation,Shaanxi,Angel Round,2010,get outcompeted,827
2016,Entertainment,Guangdong,No Funding,1887,product mistimed,828
2016,Travel,Beijing,Acquired,2101,get outcompeted,829
2016,Game,Fujian,No Funding,2132,no investor interest,830
2016,Game,Fujian,No Funding,2132,no investor interest,831
2016,Entertainment,Beijing,Angel Round,2071,no market need,832
2016,E-Commerce,Zhejiang,Angel Round,1979,no market need,833
2016,Marketing,Guangdong,Series B,1948,ignore customers,834
2016,Travel,Beijing,Angel Round,2101,pricing/cost issue,835
2016,Social Media,Sichuan,No Funding,1918,no business model,836
2016,Hardware,Guangdong,Series A,1918,pricing/cost issue,837
2016,Game,Shanghai,No Funding,2010,lose focus,838
2016,Enterprise Service,Guangdong,No Funding,2132,get outcompeted,839
2016,Hardware,Overseas,Series B,2071,burn out,840
2016,Enterprise Service,Guangdong,No Funding,2132,pricing/cost issue,841
2016,E-Commerce,Beijing,Series A,1887,pricing/cost issue,842
2016,Education,Beijing,Series A,2191,ignore customers,843
2016,Tool,Beijing,Angel Round,2071,no market need,844
2016,Enterprise Service,Shanghai,Series B,2071,no market need,845
2016,Tool,Beijing,Angel Round,1918,no investor interest,846
2016,Local Business,Beijing,Series A,2010,get outcompeted,847
2016,Entertainment,Beijing,Angel Round,2160,poor marketing,848
2016,Game,Beijing,Series A,2191,get outcompeted,849
2016,Enterprise Service,Shanghai,No Funding,1887,no business model,850
2016,Local Business,Shanghai,Series A,720,burn out,851
2016,E-Commerce,Shanghai,No Funding,682,no market need,852
2016,E-Commerce,Shanghai,Angel Round,740,no market need,853
2016,Tool,Beijing,Angel Round,740,no business model,854
2016,Transportation,Beijing,Series C,1101,burn out,855
2016,Logistics,Shanghai,Pre-A Round,1466,poor marketing,856
2016,Social Media,Beijing,Angel Round,1101,no market need,857
2016,Travel,Guangdong,Angel Round,1101,no business model,858
2016,E-Commerce,Beijing,No Funding,2135,no business model,859
2016,Transportation,Shanghai,Series A,740,no market need,860
2016,E-Commerce,Beijing,Angel Round,458,no market need,861
2016,Real Estate,Beijing,Series A,1219,ran out of cash,862
2016,Entertainment,Jiangsu,No Funding,1105,no business model,863
2016,Social Media,Shanghai,Series A,1832,no market need,864
2016,Local Business,Shanghai,Series A,1832,founder,865
2016,Tool,Beijing,No Funding,915,no business model,866
2016,Tool,Shanghai,Angel Round,740,no market need,867
2016,Finance,Beijing,No Funding,860,no market need,868
2016,Health,Hubei,No Funding,769,no business model,869
2016,Health,Beijing,No Funding,769,no business model,870
2016,Health,Beijing,No Funding,798,no business model,871
2016,Entertainment,Beijing,No Funding,1741,no business model,872
2016,Local Business,Guangdong,No Funding,768,no market need,873
2016,E-Commerce,Shanghai,No Funding,949,no business model,874
2016,Enterprise Service,Shanghai,No Funding,1221,no business model,875
2016,Transportation,Shanghai,No Funding,734,product mistimed,876
2016,Tool,Beijing,No Funding,794,get outcompeted,877
2016,Finance,Shandong,No Funding,1220,no business model,878
2016,Transportation,Beijing,Angel Round,794,failure to pivot,879
2016,E-Commerce,Liaoning,No Funding,1190,get outcompeted,880
2016,Education,Beijing,Angel Round,1310,no business model,881
2016,Entertainment,Beijing,No Funding,641,get outcompeted,882
2016,Tool,Zhejiang,No Funding,1310,no business model,883
2016,Tool,Zhejiang,No Funding,1310,no business model,884
2016,Finance,Guangdong,No Funding,764,no business model,885
2016,Enterprise Service,Shanghai,No Funding,1036,no business model,886
2016,Sports,Beijing,No Funding,520,no business model,887
2016,Enterprise Service,Beijing,No Funding,885,failure to pivot,888
2016,New Industry,Sichuan,No Funding,1278,no business model,889
2016,Finance,Shanghai,No Funding,1005,supervision,890
2016,Travel,Henan,No Funding,1615,no business model,891
2016,Logistics,Shanghai,No Funding,913,no business model,892
2016,Enterprise Service,Shanghai,No Funding,854,no business model,893
2016,Social Media,Beijing,No Funding,854,product mistimed,894
2016,Local Business,Shandong,No Funding,974,pivot gone bad,895
2016,Finance,Beijing,No Funding,853,no business model,896
2016,Finance,Beijing,No Funding,943,supervision,897
2016,Game,Sichuan,Angel Round,1888,no business model,898
2016,Enterprise Service,Guangdong,No Funding,943,no business model,899
2016,Tool,Beijing,No Funding,884,no market need,900
2016,Entertainment,Shanghai,No Funding,943,pivot gone bad,901
2016,E-Commerce,Guangxi,No Funding,943,no market need,902
2016,E-Commerce,Guangxi,No Funding,974,no market need,903
2016,Local Business,Shanghai,No Funding,1126,no business model,904
2016,Entertainment,Beijing,No Funding,1126,no business model,905
2016,E-Commerce,Guangdong,No Funding,1245,no business model,906
2016,Game,Beijing,No Funding,3496,no business model,907
2016,Marketing,Beijing,No Funding,1092,get outcompeted,908
2016,Hardware,Jiangsu,Series A,1122,no business model,909
2016,Finance,Shanghai,No Funding,3829,no business model,910
2016,Health,Jiangsu,Angel Round,1030,get outcompeted,911
2016,Education,Beijing,No Funding,1853,product mistimed,912
2016,Health,Beijing,No Funding,1302,no business model,913
2016,Tool,Beijing,No Funding,1728,no business model,914
2016,Game,Sichuan,No Funding,1636,no business model,915
2016,E-Commerce,Beijing,No Funding,785,no business model,916
2016,Health,Beijing,No Funding,1301,no business model,917
2016,Health,Beijing,Angel Round,905,pricing/cost issue,918
2016,Enterprise Service,Jiangsu,No Funding,1270,poor product,919
2016,Transportation,Zhejiang,No Funding,1301,get outcompeted,920
2016,E-Commerce,Liaoning,No Funding,935,no business model,921
2016,Enterprise Service,Shanghai,No Funding,2975,lose focus,922
2016,Local Business,Fujian,Series A,1119,no business model,923
2016,Social Media,Guangdong,No Funding,3036,no business model,924
2016,Social Media,Beijing,No Funding,2337,lose focus,925
2016,Transportation,Jiangsu,No Funding,1180,no business model,926
2016,Entertainment,Beijing,No Funding,1269,lose focus,927
2016,Sports,Beijing,No Funding,1941,no business model,928
2016,Finance,Beijing,No Funding,1088,no business model,929
2016,Social Media,Shanghai,Angel Round,1180,no business model,930
2016,Game,Beijing,Acquired,1206,no business model,931
2016,Local Business,Beijing,Angel Round,780,no market need,932
2016,Enterprise Service,Beijing,Angel Round,780,no market need,933
2016,Travel,Beijing,No Funding,658,no business model,934
2016,Social Media,Beijing,Angel Round,643,no market need,935
2016,Finance,Beijing,Series A,1130,no business model,936
2016,Local Business,Shanghai,Series A,1800,no business model,937
2016,Transportation,Beijing,Series B,1831,get outcompeted,938
2016,Health,Shanghai,Series A,857,no market need,939
2016,E-Commerce,Beijing,Angel Round,947,get outcompeted,940
2016,E-Commerce,Guangdong,Series A,765,no business model,941
2016,Social Media,Beijing,Angel Round,643,no market need,942
2016,Local Business,Shanghai,Series A,1100,get outcompeted,943
2016,Game,Shanghai,No Funding,1130,get outcompeted,944
2016,Hardware,Beijing,Series A+,1130,not the right team,945
2016,Education,Shanghai,Angel Round,643,product mistimed,946
2016,Hardware,Beijing,Series A,1100,pricing/cost issue,947
2016,Hardware,Beijing,Series A,1281,product mistimed,948
2016,Travel,Beijing,Angel Round,431,no market need,949
2016,Enterprise Service,Anhui,Pre-A Round,704,get outcompeted,950
2016,Travel,Zhejiang,Series A,1130,no business model,951
2016,Health,Beijing,Angel Round,1191,no business model,952
2016,Travel,Sichuan,Angel Round,1038,get outcompeted,953
2016,Entertainment,Beijing,Series A,1100,no market need,954
2016,E-Commerce,Beijing,Series B,1008,burn out,955
2016,Entertainment,Beijing,Angel Round,339,product mistimed,956
2016,New Industry,Guangdong,No Funding,1191,ran out of cash,957
2016,Education,Beijing,Series A,1100,get outcompeted,958
2016,Hardware,Shanghai,Angel Round,1281,no market need,959
2016,Local Business,Zhejiang,Series B,673,no market need,960
2016,Finance,Shanghai,Series A,431,no business model,961
